id_censo,fuente,tipo_caso,perna02_r,perna02_r_imp,ci,docextpais,docexttipo,docextnro,primer_nombre,segundo_nombre,primer_apellido,segundo_apellido,fecha_nacimiento,id_sexo
CEN000256,censo2023,C,AR,AR,,032,PAS,R535630,THIAGO,INES,SOSA,PEREZ,1958-07-22,1
CEN000257,censo2023,A,UY,UY,30704410,,,,NICOLAS,INES,LOPEZ,RUIZ,1975-05-28,1
CEN000258,censo2023,B,UY,UY,46558653,,,,SOFIA,,VELAZQUEZ,,1962-03-25,2
CEN000259,censo2023,A,UY,UY,32959938,,,,JOAQUIN,MAR,,,,1
CEN000260,censo2023,A,UY,UY,59584013,,,,LAURA,ANDREA,,,1976-05-14,2
CEN000261,censo2023,A,UY,UY,31880200,,,,DIEGO,ALEJANDRO,VELAZQUEZ,,1985-05-26,1
CEN000262,censo2023,A,UY,UY,38323923,,,,SEBASTIAN,NOELIA,VELAZQUEZ,,1992-01-09,1
CEN000263,censo2023,B,UY,UY,31385980,,,,MARTINA,,,,1970-09-15,2
CEN000264,censo2023,A,UY,UY,43523111,,,,SEBASTIAN,EZEQUIEL,VELAZQUEZ,,1977-12-27,1
CEN000265,censo2023,A,UY,UY,30477871,,,,PEDRO,,GOMEZ,,1953-09-22,1
CEN000266,censo2023,A,UY,UY,48196159,,,,JULIETA,ANDREA,RODRIGUEZ,BENITEZ,1986-09-22,2
CEN000267,censo2023,B,UY,UY,44619767,,,,SANTIAGO,EZEQUIEL,ALONSO,,1987-11-09,1
CEN000268,censo2023,B,UY,UY,39246186,,,,MARIA,ALEJANDRO,CORREA,,2005-12-04,2
CEN000269,censo2023,C,UY,UY,33208976,,,,SOFIA,JAVIER,FERNANDEZ,,1993-05-16,2
CEN000270,censo2023,C,UY,UY,58082405,,,,FLORENCIA,ALEJANDRO,,CORREA,1969-03-05,2
CEN000271,censo2023,A,UY,UY,31890836,,,,INES,INES,SUAREZ,,1951-04-21,2
CEN000272,censo2023,A,BR,BR,,076,DNI,B115718,NICOLAS,EZEQUIEL,,,1994-10-19,1
CEN000273,censo2023,C,UY,UY,34912199,,,,RUBEN,BELEN,,,1996-03-27,1
CEN000274,censo2023,A,UY,UY,,,,,ANDRES,,MENDES,,1984-01-18,1
CEN000275,censo2023,A,UY,UY,49533794,,,,CARLA,NOELIA,,,1960-04-29,2
CEN000276,censo2023,A,BR,BR,,076,PAS,R786890,JOAQUIN,ALEJANDRO,SUAREZ,,1956-11-28,1
CEN000277,censo2023,A,UY,UY,32723391,,,,THIAGO,,RAMIREZ,MENDES,1961-12-07,1
CEN000278,censo2023,B,UY,UY,56603595,,,,MATEO,MAR,PEREIRA,,2000-11-16,1
CEN000279,censo2023,A,UY,UY,50324665,,,,MATEO,CARLOS,,LOPEZ,1957-07-13,1
CEN000280,censo2023,A,UY,UY,49051438,,,,DIEGO,,,,1990-04-10,
CEN000281,censo2023,B,UY,UY,36056438,,,,FLORENCIA,PAULA,BENITEZ,,1988-02-12,2
CEN000282,censo2023,A,UY,UY,48321202,,,,DIEGO,,ALONSO,,1959-10-23,1
CEN000283,censo2023,B,UY,UY,32644518,,,,LAURA,,,,,2
CEN000284,censo2023,A,UY,UY,59962361,,,,JUAN,ALEJANDRO,,,1999-09-29,1
CEN000285,censo2023,B,UY,UY,42894858,,,,SOFIA,NOELIA,LOPEZ,,1993-12-24,2
CEN000286,censo2023,A,VE,VE,,862,PAS,E684948,SOFIA,BELEN,CORREA,,1976-02-22,2
CEN000287,censo2023,C,UY,UY,43441598,,,,LUCIA,PAULA,PEREIRA,,1977-12-17,2
CEN000288,censo2023,A,UY,UY,30823168,,,,THIAGO,ANDREA,SILVA,,1989-02-19,1
CEN000289,censo2023,A,VE,VE,,862,PAS,E021060,CARLA,MAR,GOMEZ,,1971-11-24,2
CEN000290,censo2023,B,UY,UY,52070595,,,,SANTIAGO,MAR,,,,1
CEN000291,censo2023,C,UY,UY,53086141,,,,ANDRES,JAVIER,,,1996-02-07,1
CEN000292,censo2023,A,UY,UY,44442332,,,,MARTIN,,PEREZ,,1967-10-21,1
CEN000293,censo2023,A,PY,PY,,600,DNI,Y570472,INES,EZEQUIEL,MENDES,,1952-04-10,2
CEN000294,censo2023,A,UY,UY,30384967,,,,LUCIA,JAVIER,,,1972-01-15,2
CEN000295,censo2023,A,UY,UY,40222833,,,,ELISA,ALEJANDRO,GOMEZ,DIAZ,1994-06-27,
CEN000296,censo2023,A,UY,UY,58923404,,,,NICOLAS,,RODRIGUEZ,MARTINEZ,1996-10-13,1
CEN000297,censo2023,B,UY,UY,44639766,,,,LEONARDO,EZEQUIEL,ACOSTA,,1960-08-29,1
CEN000298,censo2023,A,UY,UY,40874629,,,,NICOLAS,ALEJANDRO,,SILVA,1963-07-23,1
CEN000299,censo2023,A,UY,UY,36620969,,,,CARLA,INES,RAMIREZ,,1978-05-17,2
CEN000300,censo2023,A,AR,AR,,032,DNI,R799454,MATEO,PAULA,SOSA,,1994-07-30,1
CEN000301,censo2023,A,UY,UY,38967645,,,,PAOLA,ALEJANDRO,ACOSTA,PEREIRA,1981-07-23,2
CEN000302,censo2023,A,UY,UY,32321017,,,,CARLA,,,SILVA,1978-03-25,2
CEN000303,censo2023,C,UY,UY,42911398,,,,MICAELA,ALEJANDRO,RUIZ,FERNANDEZ,1959-06-14,2
CEN000304,censo2023,A,VE,VE,,,,,JOAQUIN,BEATRIZ,SILVA,MENDES,1995-04-15,
CEN000305,censo2023,A,PY,PY,,,,,SANTIAGO,BEATRIZ,VELAZQUEZ,,1958-02-20,1
CEN000306,censo2023,A,AR,AR,,032,DNI,R777529,SANTIAGO,JAVIER,,,1952-07-11,1
CEN000307,censo2023,A,UY,UY,44123777,,,,LEONARDO,ANDREA,TORRES,,2004-11-23,1
CEN000308,censo2023,C,UY,UY,36954492,,,,PEDRO,,ALONSO,GOMEZ,1968-08-27,1
CEN000309,censo2023,B,UY,UY,42013436,,,,MARTINA,,RODRIGUEZ,,1954-06-21,2
CEN000310,censo2023,A,UY,UY,47350134,,,,ELISA,ELENA,,DIAZ,1993-03-02,2
CEN000311,censo2023,A,UY,UY,54195001,,,,MARTINA,CARLOS,,,1967-09-17,2
CEN000312,censo2023,A,UY,UY,40663401,,,,INES,INES,ACOSTA,GOMEZ,1980-04-29,2
CEN000313,censo2023,A,UY,UY,56480372,,,,FACUNDO,INES,RUIZ,,1964-11-15,1
CEN000314,censo2023,A,UY,UY,30007661,,,,MARTINA,EZEQUIEL,FERNANDEZ,,1972-04-22,2
CEN000315,censo2023,B,UY,UY,37576523,,,,MICAELA,MAR,RODRIGUEZ,,1982-01-02,2
CEN000316,censo2023,C,UY,UY,53455483,,,,GONZALO,BEATRIZ,RODRIGUEZ,LOPEZ,1983-10-10,1
CEN000317,censo2023,A,PY,PY,,600,DNI,P356851,INES,MAR,VELAZQUEZ,,,2
CEN000318,censo2023,A,UY,UY,50441529,,,,ANDRES,CARLOS,DIAZ,,2005-04-17,1
CEN000319,censo2023,A,UY,UY,59664998,,,,GONZALO,EZEQUIEL,BENITEZ,,1956-02-05,1
CEN000320,censo2023,A,UY,UY,48651474,,,,JOAQUIN,ANDREA,,,1987-11-26,1
CEN000321,censo2023,A,UY,UY,31593761,,,,MATEO,LUIS,FERNANDEZ,,1992-12-23,1
CEN000322,censo2023,A,BR,BR,,076,DNI,B342967,NOELIA,LUIS,MENDES,,1999-02-19,2
CEN000323,censo2023,A,UY,UY,,,,,ELISA,,LOPEZ,,2005-08-24,2
CEN000324,censo2023,C,UY,UY,46429268,,,,ANDRES,,RODRIGUEZ,SOSA,1994-06-01,1
CEN000325,censo2023,A,UY,UY,48998218,,,,CARLA,EZEQUIEL,GOMEZ,,1988-11-01,2
CEN000326,censo2023,A,UY,UY,33891979,,,,NICOLAS,,RAMIREZ,,1975-08-27,1
CEN000327,censo2023,A,UY,UY,39493534,,,,MARTINA,LUIS,SOSA,,,2
CEN000328,censo2023,A,UY,UY,42589019,,,,FACUNDO,,,,1959-10-18,1
CEN000329,censo2023,A,UY,UY,47811919,,,,FACUNDO,DAMIAN,,,1953-11-27,1
CEN000330,censo2023,A,UY,UY,56956808,,,,THIAGO,PAULA,GOMEZ,,2004-10-22,1
CEN000331,censo2023,B,UY,UY,45524095,,,,SOFIA,JAVIER,,,1984-06-30,2
CEN000332,censo2023,A,UY,UY,32918370,,,,LUCIA,JAVIER,,,1993-05-31,2
CEN000333,censo2023,A,UY,UY,32892417,,,,ANDRES,INES,,,1967-07-01,1
CEN000334,censo2023,B,UY,UY,35631212,,,,JULIETA,ELENA,RODRIGUEZ,,1984-08-30,2
CEN000335,censo2023,A,UY,UY,43544221,,,,CARLA,CARLOS,MARTINEZ,,1987-12-10,2
CEN000336,censo2023,C,UY,UY,45135036,,,,NICOLAS,ANDREA,DIAZ,,1994-01-24,1
CEN000337,censo2023,C,UY,UY,30898555,,,,FLORENCIA,INES,ACOSTA,,1988-05-23,2
CEN000338,censo2023,C,UY,UY,36160316,,,,SANTIAGO,PAULA,SUAREZ,,1975-12-30,1
CEN000339,censo2023,A,UY,UY,45873961,,,,DIEGO,NOELIA,,,1981-04-16,1
CEN000340,censo2023,B,BR,BR,,076,PAS,B437888,DIEGO,INES,PEREIRA,,1960-04-11,1
CEN000341,censo2023,A,VE,VE,,862,PAS,E361160,PAOLA,PAULA,ACOSTA,,1967-05-29,2
CEN000342,censo2023,A,UY,UY,53275711,,,,THIAGO,CARLOS,,,1962-06-04,1
CEN000343,censo2023,A,AR,AR,,032,PAS,A038302,GONZALO,BEATRIZ,,DIAZ,1962-04-01,1
CEN000344,censo2023,B,UY,UY,44303617,,,,SEBASTIAN,CARLOS,,,1960-11-02,
CEN000345,censo2023,A,UY,UY,44495174,,,,NICOLAS,NOELIA,BENITEZ,,1973-09-05,1
CEN000346,censo2023,A,PY,PY,,600,DNI,P781954,ANDRES,ELENA,PEREZ,,2003-11-02,1
CEN000347,censo2023,C,VE,VE,,862,DNI,E486032,VALENTINA,ELENA,,SILVA,1953-04-03,2
CEN000348,censo2023,A,UY,UY,52044138,,,,PEDRO,MAR,,,1967-04-20,1
CEN000349,censo2023,A,PY,PY,,600,DNI,P765823,DIEGO,EZEQUIEL,BENITEZ,,1984-03-30,1
CEN000350,censo2023,A,UY,UY,34303049,,,,ELISA,JAVIER,SILVA,,1973-03-15,2
CEN000351,censo2023,C,UY,UY,44175988,,,,VALENTINA,MAR,,SOSA,1974-09-08,2
CEN000352,censo2023,A,UY,UY,44884549,,,,SEBASTIAN,ALEJANDRO,ALONSO,,1966-09-26,1
CEN000353,censo2023,A,VE,VE,,862,PAS,V661439,PEDRO,BEATRIZ,ACOSTA,VELAZQUEZ,1950-06-04,1
CEN000354,censo2023,B,UY,UY,30573193,,,,DIEGO,,LOPEZ,,1980-01-24,1
CEN000355,censo2023,A,AR,AR,,032,DNI,A915314,SEBASTIAN,EZEQUIEL,FERNANDEZ,,1975-03-23,1
CEN000356,censo2023,A,AR,AR,,032,PAS,A159279,THIAGO,NOELIA,ALONSO,,1963-08-28,1
CEN000357,censo2023,B,UY,UY,33847181,,,,GONZALO,BEATRIZ,,,1975-09-07,1
CEN000358,censo2023,A,UY,UY,45689393,,,,GONZALO,,,,1988-05-28,1
CEN000359,censo2023,A,VE,VE,,862,PAS,E872868,FACUNDO,MAR,SILVA,,1955-04-19,1
CEN000360,censo2023,C,UY,UY,50475999,,,,SEBASTIAN,LUIS,RUIZ,,1962-02-26,1
CEN000361,censo2023,A,PY,PY,,600,PAS,P647172,THIAGO,,RUIZ,,1980-12-22,1
CEN000362,censo2023,B,VE,VE,,,,,LAURA,,ACOSTA,FERNANDEZ,1971-08-23,2
CEN000363,censo2023,C,UY,UY,34247930,,,,SOFIA,BELEN,VELAZQUEZ,,1990-08-26,2
CEN000364,censo2023,A,AR,AR,,032,DNI,R798639,CARLA,DAMIAN,,,1993-03-16,2
CEN000365,censo2023,B,UY,UY,48746428,,,,LUCIA,,SUAREZ,,1964-12-11,2
CEN000366,censo2023,A,UY,UY,34732805,,,,ANDRES,ELENA,SILVA,,1958-05-16,1
CEN000367,censo2023,C,PY,PY,,600,DNI,P516105,RUBEN,ALEJANDRO,,,1978-12-24,1
CEN000368,censo2023,B,UY,UY,32294327,,,,JUAN,,,,1993-10-11,1
CEN000369,censo2023,C,UY,UY,43226016,,,,MARTINA,EZEQUIEL,RODRIGUEZ,,1985-10-10,2
CEN000370,censo2023,C,UY,UY,58488585,,,,GONZALO,DAMIAN,CORREA,,2000-04-15,1
CEN000371,censo2023,A,UY,UY,51543527,,,,JUAN,ANDREA,GOMEZ,,1969-11-25,1
CEN000372,censo2023,A,UY,UY,43481551,,,,NICOLAS,DAMIAN,FERNANDEZ,,1953-04-01,1
CEN000373,censo2023,A,VE,VE,,862,PAS,E563721,MATEO,NOELIA,,,1988-12-29,1
CEN000374,censo2023,A,BR,BR,,076,PAS,B964990,LEONARDO,,,,,1
CEN000375,censo2023,C,UY,UY,56470788,,,,LUCIA,DAMIAN,LOPEZ,CORREA,1986-11-13,2
CEN000376,censo2023,A,UY,UY,48698818,,,,INES,EZEQUIEL,GOMEZ,,1996-09-04,
CEN000377,censo2023,A,UY,UY,36582452,,,,JOAQUIN,MAR,,,2003-02-16,1
CEN000378,censo2023,A,UY,UY,37305486,,,,MARTINA,,FERNANDEZ,,,2
CEN000379,censo2023,B,UY,UY,37328122,,,,JUAN,DAMIAN,ALONSO,,1951-02-09,1
CEN000380,censo2023,A,BR,BR,,076,DNI,B539469,VALENTINA,ALEJANDRO,MENDES,VELAZQUEZ,1997-01-18,2
CEN000381,censo2023,C,UY,UY,53055616,,,,MATEO,ANDREA,RUIZ,,1968-09-16,1
CEN000382,censo2023,A,UY,UY,52860930,,,,FLORENCIA,,CORREA,,2003-01-21,2
CEN000383,censo2023,B,UY,UY,32678629,,,,CARLA,ALEJANDRO,GOMEZ,,1950-02-09,2
CEN000384,censo2023,A,UY,UY,37090774,,,,FLORENCIA,BEATRIZ,RAMIREZ,,1962-12-15,2
CEN000385,censo2023,A,UY,UY,32889839,,,,FACUNDO,LUIS,MENDES,CORREA,1983-05-20,1
CEN000386,censo2023,C,UY,UY,33829984,,,,FACUNDO,EZEQUIEL,ACOSTA,TORRES,1977-05-07,1
CEN000387,censo2023,A,UY,UY,44869997,,,,JUAN,ALEJANDRO,,,1950-03-25,1
CEN000388,censo2023,A,UY,UY,56362001,,,,MARTINA,,,,1956-06-05,2
CEN000389,censo2023,A,AR,AR,,032,PAS,R643064,THIAGO,PAULA,RODRIGUEZ,,1960-07-02,1
CEN000390,censo2023,C,UY,UY,50840770,,,,MICAELA,ANDREA,RAMIREZ,,1991-06-22,2
CEN000391,censo2023,B,AR,AR,,032,PAS,A714322,JOAQUIN,BELEN,,LOPEZ,1994-09-20,1
CEN000392,censo2023,B,UY,UY,42994740,,,,LUCIA,,MENDES,VELAZQUEZ,1994-05-08,2
CEN000393,censo2023,B,UY,UY,49060833,,,,PAOLA,NOELIA,ALONSO,,1976-03-11,2
CEN000394,censo2023,A,UY,UY,34285092,,,,FLORENCIA,PAULA,SOSA,,1970-01-24,2
CEN000395,censo2023,C,UY,UY,33698910,,,,INES,ALEJANDRO,,,2002-11-28,2
CEN000396,censo2023,A,UY,UY,57317511,,,,SEBASTIAN,,,,1984-02-27,1
CEN000397,censo2023,A,UY,UY,45405007,,,,SOFIA,ALEJANDRO,MARTINEZ,,1990-05-13,2
CEN000398,censo2023,A,UY,UY,55616724,,,,MARIA,,FERNANDEZ,,1970-08-02,2
CEN000399,censo2023,A,UY,UY,30344975,,,,LEONARDO,,,,1979-09-12,1
CEN000400,censo2023,C,AR,AR,,032,PAS,R933832,SOFIA,MAR,,,1954-02-01,2
CEN000401,censo2023,C,PY,PY,,600,DNI,P698430,MARTIN,,PEREIRA,,1957-03-16,1
CEN000402,censo2023,A,UY,UY,36989056,,,,MARTIN,,ALONSO,,1995-05-06,1
CEN000403,censo2023,A,UY,UY,48446288,,,,CARLA,,,,1994-11-28,2
CEN000404,censo2023,B,UY,UY,37699686,,,,LUCIA,ANDREA,DIAZ,,1961-06-15,2
CEN000405,censo2023,B,AR,AR,,032,PAS,R366985,LUCIA,ELENA,RUIZ,,1956-02-10,2
CEN000406,censo2023,A,UY,UY,45276647,,,,LEONARDO,,SOSA,,1994-01-06,1
CEN000407,censo2023,B,UY,UY,52121865,,,,MICAELA,LUIS,LOPEZ,,1957-09-30,2
CEN000408,censo2023,A,UY,UY,43860139,,,,MARTIN,ANDREA,,,2003-06-18,1
CEN000409,censo2023,B,PY,PY,,600,PAS,Y690343,FLORENCIA,CARLOS,GOMEZ,PEREIRA,,2
CEN000410,censo2023,A,UY,UY,41436734,,,,PEDRO,ELENA,BENITEZ,,1981-09-11,1
CEN000411,censo2023,B,UY,UY,46120647,,,,LUCIA,ELENA,,,1987-07-10,2
CEN000412,censo2023,B,AR,AR,,032,PAS,A738446,FLORENCIA,DAMIAN,PEREZ,,1991-02-03,2
CEN000413,censo2023,C,UY,UY,46993865,,,,ELISA,EZEQUIEL,MARTINEZ,LOPEZ,1958-08-02,2
CEN000414,censo2023,A,UY,UY,53356058,,,,LEONARDO,INES,BENITEZ,ALONSO,1990-11-28,1
CEN000415,censo2023,B,UY,UY,58107874,,,,ANDRES,JAVIER,,RAMIREZ,1955-02-19,1
CEN000416,censo2023,A,VE,VE,,862,PAS,V610106,RUBEN,DAMIAN,MENDES,RAMIREZ,1978-04-23,1
CEN000417,censo2023,A,UY,UY,52789828,,,,SANTIAGO,,PEREZ,,2000-02-08,1
CEN000418,censo2023,A,UY,UY,37241722,,,,LUCIA,,RODRIGUEZ,,1978-12-28,2
CEN000419,censo2023,B,UY,UY,44200191,,,,JULIETA,MAR,SILVA,,1999-04-27,2
CEN000420,censo2023,B,UY,UY,46119742,,,,JUAN,AGUSTINA,RUIZ,,1986-11-19,1
CEN000421,censo2023,C,UY,UY,59018036,,,,GONZALO,,PEREZ,,1962-01-31,1
CEN000422,censo2023,C,UY,UY,58761279,,,,CARLA,INES,VELAZQUEZ,,1957-08-10,2
CEN000423,censo2023,C,UY,UY,42482978,,,,DIEGO,DAMIAN,GOMEZ,,1963-07-09,1
CEN000424,censo2023,B,UY,UY,49532333,,,,SOFIA,ALEJANDRO,BENITEZ,,1983-10-11,2
CEN000425,censo2023,B,UY,UY,,,,,MATEO,MAR,RAMIREZ,,1978-11-07,1
CEN000426,censo2023,A,UY,UY,34093378,,,,RUBEN,NOELIA,,,1961-11-11,1
CEN000427,censo2023,A,PY,PY,,600,DNI,P914468,FACUNDO,EZEQUIEL,SUAREZ,,1997-10-17,1
CEN000428,censo2023,A,UY,UY,34625960,,,,VALENTINA,INES,,,1977-12-13,2
CEN000429,censo2023,C,BR,BR,,076,DNI,B889067,CARLA,AGUSTINA,,RAMIREZ,1954-08-02,2
CEN000430,censo2023,C,UY,UY,31055300,,,,JULIETA,AGUSTINA,PEREIRA,GOMEZ,1954-07-23,2
CEN000431,censo2023,B,UY,UY,,,,,MATEO,LUIS,BENITEZ,,1999-11-10,1
CEN000432,censo2023,A,BR,BR,,076,PAS,R447009,PAOLA,,DIAZ,,1974-07-08,2
CEN000433,censo2023,A,UY,UY,58373675,,,,VALENTINA,MAR,,,1962-03-26,2
CEN000434,censo2023,A,UY,UY,31331951,,,,CARLA,EZEQUIEL,MENDES,,1998-01-10,2
CEN000435,censo2023,A,UY,UY,57277295,,,,MARTIN,DAMIAN,PEREIRA,,1983-10-28,1
CEN000436,censo2023,A,UY,UY,36957671,,,,VALENTINA,AGUSTINA,,,1951-02-21,2
CEN000437,censo2023,B,UY,UY,49633252,,,,INES,ANDREA,ALONSO,GOMEZ,1958-04-21,2
CEN000438,censo2023,B,UY,UY,44310941,,,,ELISA,,SUAREZ,CORREA,1970-12-17,2
CEN000439,censo2023,A,BR,BR,,076,PAS,R565595,MARIA,,RUIZ,ACOSTA,1972-10-19,2
CEN000440,censo2023,C,UY,UY,45371277,,,,FLORENCIA,EZEQUIEL,PEREZ,,1993-05-19,2
CEN000441,censo2023,B,UY,UY,53220086,,,,MICAELA,NOELIA,RAMIREZ,,2000-08-13,2
CEN000442,censo2023,A,UY,UY,48360360,,,,LUCIA,,FERNANDEZ,,2000-02-01,2
CEN000443,censo2023,A,VE,VE,,862,PAS,V118344,NOELIA,BELEN,GOMEZ,,1966-02-22,2
CEN000444,censo2023,A,PY,PY,,,,,CARLA,BELEN,,,1992-12-22,2
CEN000445,censo2023,A,UY,UY,44482199,,,,SOFIA,DAMIAN,,,1995-02-05,2
CEN000446,censo2023,A,BR,BR,,076,PAS,B923261,THIAGO,EZEQUIEL,RODRIGUEZ,,1964-06-06,1
CEN000447,censo2023,A,BR,BR,,076,DNI,R840588,JUAN,JAVIER,RUIZ,,1984-09-21,1
CEN000448,censo2023,A,UY,UY,31430480,,,,SOFIA,ANDREA,CORREA,,1975-09-06,2
CEN000449,censo2023,B,UY,UY,59335985,,,,LAURA,,,,1964-10-24,2
CEN000450,censo2023,A,UY,UY,45816204,,,,JOAQUIN,NOELIA,,,1952-10-13,1
CEN000451,censo2023,A,UY,UY,50504975,,,,ANA,DAMIAN,VELAZQUEZ,RAMIREZ,1986-08-31,2
CEN000452,censo2023,A,AR,AR,,032,PAS,A201221,NICOLAS,BELEN,FERNANDEZ,,1997-04-18,1
CEN000453,censo2023,A,VE,VE,,862,PAS,V800863,MARTINA,,,,1986-12-05,2
CEN000454,censo2023,A,UY,UY,30833622,,,,RUBEN,MAR,,CORREA,1966-09-18,1
CEN000455,censo2023,C,BR,BR,,076,PAS,R300543,INES,CARLOS,TORRES,,2001-02-10,2
CEN000456,censo2023,C,PY,PY,,600,PAS,P547736,LEONARDO,MAR,FERNANDEZ,,1983-06-29,1
CEN000457,censo2023,B,UY,UY,,,,,FACUNDO,BEATRIZ,DIAZ,,1965-01-02,1
CEN000458,censo2023,B,UY,UY,53658503,,,,MARTIN,CARLOS,,,1997-03-13,1
CEN000459,censo2023,B,UY,UY,46082416,,,,CARLA,,SILVA,,1992-09-25,2
CEN000460,censo2023,B,BR,BR,,076,DNI,B090764,JUAN,,,GOMEZ,1981-02-05,1
CEN000461,censo2023,C,UY,UY,44538098,,,,MARTINA,NOELIA,,,,2
CEN000462,censo2023,C,UY,UY,47545815,,,,JULIETA,EZEQUIEL,SOSA,,1995-08-09,2
CEN000463,censo2023,A,UY,UY,48469751,,,,ANDRES,,PEREIRA,,1995-05-01,1
CEN000464,censo2023,A,PY,PY,,600,DNI,P918968,FACUNDO,,PEREZ,,1961-01-16,1
CEN000465,censo2023,C,UY,UY,35255554,,,,LEONARDO,JAVIER,MENDES,,2001-07-10,1
CEN000466,censo2023,A,UY,UY,55959865,,,,RUBEN,,RODRIGUEZ,,1958-11-09,1
CEN000467,censo2023,A,UY,UY,43712534,,,,LUCIA,,PEREZ,,1994-06-20,2
CEN000468,censo2023,A,UY,UY,43280299,,,,NICOLAS,,,,1961-09-28,1
CEN000469,censo2023,A,UY,UY,36519814,,,,ELISA,,ACOSTA,,1986-09-29,2
CEN000470,censo2023,A,UY,UY,45312118,,,,PEDRO,MAR,ALONSO,,2004-06-17,1
CEN000471,censo2023,A,UY,UY,50301200,,,,JULIETA,EZEQUIEL,VELAZQUEZ,,1991-07-19,2
CEN000472,censo2023,A,UY,UY,56648405,,,,PAOLA,,SOSA,,1956-07-30,2
CEN000473,censo2023,B,UY,UY,41076322,,,,LUCIA,,SILVA,,1995-01-08,2
CEN000474,censo2023,B,UY,UY,32994899,,,,LEONARDO,CARLOS,,,1982-02-18,1
CEN000475,censo2023,A,UY,UY,37237887,,,,RUBEN,,RODRIGUEZ,,1971-12-18,1
CEN000476,censo2023,A,UY,UY,49904655,,,,MARIA,LUIS,TORRES,,1971-07-07,2
CEN000477,censo2023,A,UY,UY,44708380,,,,LAURA,DAMIAN,,,1968-08-20,2
CEN000478,censo2023,A,VE,VE,,862,DNI,V925307,PAOLA,,SUAREZ,,1974-09-25,2
CEN000479,censo2023,C,BR,BR,,076,DNI,R068045,JUAN,,,,1994-08-30,1
CEN000480,censo2023,C,UY,UY,50347211,,,,JULIETA,AGUSTINA,LOPEZ,BENITEZ,1984-06-25,2
CEN000481,censo2023,B,UY,UY,49788615,,,,NOELIA,NOELIA,,,1982-12-09,2
CEN000482,censo2023,A,UY,UY,34813780,,,,GONZALO,BELEN,FERNANDEZ,,1981-08-10,1
CEN000483,censo2023,C,PY,PY,,600,DNI,Y075881,ELISA,,MARTINEZ,,1985-06-25,2
CEN000484,censo2023,B,UY,UY,46103279,,,,LAURA,NOELIA,SOSA,,2001-07-06,2
CEN000485,censo2023,A,UY,UY,43765496,,,,RUBEN,BELEN,,,1954-05-27,1
CEN000486,censo2023,B,UY,UY,52715808,,,,CARLA,BELEN,DIAZ,,1979-12-29,2
CEN000487,censo2023,A,UY,UY,36562306,,,,INES,CARLOS,RODRIGUEZ,RAMIREZ,1957-04-11,2
CEN000488,censo2023,C,UY,UY,40804882,,,,JUAN,ALEJANDRO,,,2004-03-27,1
CEN000489,censo2023,A,UY,UY,33754961,,,,NOELIA,INES,,,1975-12-06,2
CEN000490,censo2023,B,UY,UY,38344230,,,,NICOLAS,,,,1956-12-24,1
CEN000491,censo2023,A,VE,VE,,862,DNI,E637834,MICAELA,AGUSTINA,FERNANDEZ,,2003-06-14,2
CEN000492,censo2023,A,UY,UY,48306727,,,,GONZALO,BELEN,FERNANDEZ,,2000-10-03,1
CEN000493,censo2023,B,UY,UY,51187046,,,,JULIETA,PAULA,,,1953-12-02,2
CEN000494,censo2023,A,UY,UY,42733112,,,,ANA,,MARTINEZ,,1988-10-03,2
CEN000495,censo2023,B,BR,BR,,076,PAS,R340711,LEONARDO,DAMIAN,FERNANDEZ,,1991-06-14,1
CEN000496,censo2023,A,BR,BR,,076,PAS,B032348,RUBEN,JAVIER,PEREIRA,ALONSO,1982-03-02,1
CEN000497,censo2023,A,UY,UY,53901849,,,,FACUNDO,NOELIA,,,1961-03-27,1
CEN000498,censo2023,A,UY,UY,37290357,,,,VALENTINA,LUIS,,,1970-03-21,2
CEN000499,censo2023,A,BR,BR,,076,DNI,B165890,PEDRO,ALEJANDRO,PEREIRA,,1952-02-16,1
CEN000500,censo2023,B,UY,UY,49647463,,,,MARTIN,CARLOS,LOPEZ,,,1
CEN000501,censo2023,C,UY,UY,,,,,RUBEN,BELEN,SUAREZ,,2002-09-23,1
CEN000502,censo2023,A,UY,UY,59709783,,,,LAURA,PAULA,SUAREZ,,1996-01-30,2
CEN000503,censo2023,A,BR,BR,,076,DNI,B568763,THIAGO,ELENA,MARTINEZ,,1973-10-20,1
CEN000504,censo2023,C,UY,UY,52286922,,,,JOAQUIN,,,,1956-10-21,1
CEN000505,censo2023,B,UY,UY,49012628,,,,JULIETA,JAVIER,ALONSO,,1999-01-02,2
CEN000506,censo2023,A,UY,UY,53618999,,,,LUCIA,ANDREA,BENITEZ,,2004-01-21,2
CEN000507,censo2023,C,UY,UY,51720166,,,,JUAN,BELEN,RUIZ,,1955-09-28,1
CEN000508,censo2023,B,UY,UY,46878364,,,,MARTINA,LUIS,RUIZ,DIAZ,1952-01-09,2
CEN000509,censo2023,A,UY,UY,43919725,,,,LEONARDO,BELEN,MENDES,,1966-08-11,1
CEN000510,censo2023,B,UY,UY,,,,,MARTINA,PAULA,CORREA,,1971-01-18,2
CEN000511,censo2023,B,UY,UY,52811957,,,,NICOLAS,EZEQUIEL,RAMIREZ,,1987-01-10,1
CEN000512,censo2023,A,UY,UY,38120484,,,,INES,,,,1984-08-15,2
CEN000513,censo2023,A,UY,UY,36168094,,,,CARLA,MAR,MARTINEZ,,1984-01-22,2
