id_unico,id_pais_documento,id_tipo_documento,documento,nombres,apellidos,fecha_nacimiento,id_sexo
CEN000341,858,1,30983902,CARLA INES,SUAREZ MENDEZ,1954-11-10,2
CEN000342,858,1,34575004,ANDRES LUIS,PEREIRA,2000-07-02,
CEN000343,858,1,57862792,VALENTINA CARLOS,FERNANDEZ,1955-06-08,2
CEN000344,858,1,40598839,RUBEN INES,RUIZ,1999-03-02,1
CEN000345,858,1,30195760,RUBEN DAMIAN,SOSA,1993-08-13,1
CEN000346,858,1,44143126,CARLA LUIS,PEREIRA SILVA,1959-10-08,2
CEN000347,858,1,59018206,PEDRO PAULA,PEREZ CORREA,1983-03-13,1
CEN000348,858,1,31522457,JULIETA ELENA,ACOSTA ACOSTA,1951-09-24,2
CEN000349,032,9,AR974142,RUBEN CARLOS,SUAREZ,1970-09-10,1
CEN000350,858,1,39470773,LAURA CARLOS,FERNANDEZ,1995-08-30,2
CEN000351,600,9,PY536685,VALENTINA PAULA,VELAZQUEZ,1995-07-06,2
CEN000352,862,9,,LAURA PAULA,PEREZ,1982-01-18,2
CEN000353,858,1,49052532,MARIA INES,MENDEZ ACOSTA,2002-10-09,2
CEN000354,076,9,BR417617,MICAELA LUIS,TORRES,1997-08-30,2
CEN000355,858,1,36358936,LAURA INES,SUAREZ,1952-11-06,2
CEN000356,858,1,,JOAQUIN,SUAREZ SILVA,1983-01-16,1
CEN000357,858,1,42108998,LUCIA BELEN,,1971-12-14,2
CEN000358,862,9,VE305103,JULIETA LUIS,RAMIREZ,1991-07-30,2
CEN000359,076,9,BR852723,JUAN DAMIAN,TORRES,1972-05-20,1
CEN000360,858,1,42738441,LAURA LUIS,MENDEZ,1952-08-12,2
CEN000361,862,9,VE546796,MARTIN INES,DIAZ RODRIGUEZ,1970-04-03,1
CEN000362,858,1,57560253,RUBEN LUIS,SUAREZ FERNANDEZ,1965-12-31,1
CEN000363,600,9,,FLORENCIA BELEN,FERNANDEZ RAMIREZ,,2
CEN000364,858,1,51957374,MICAELA DAMIAN,SUAREZ,,2
CEN000365,858,1,50007863,JUAN,VELAZQUEZ ACOSTA,2004-11-21,1
CEN000366,858,1,30963344,JOAQUIN,MENDEZ VELAZQUEZ,1993-07-31,1
CEN000367,858,1,31633455,MARTIN BELEN,VELAZQUEZ ACOSTA,1957-12-06,1
CEN000368,858,1,44133735,MICAELA,RAMIREZ,1961-11-23,2
CEN000369,858,1,56079979,CARLA NOELIA,FERNANDEZ,1994-01-08,2
CEN000370,858,1,49075211,SOFIA DAMIAN,RAMIREZ RUIZ,1971-12-30,
CEN000371,858,1,48512043,MARTIN DAMIAN,RODRIGUEZ,1995-09-08,1
CEN000372,858,1,37275855,JUAN PAULA,RODRIGUEZ PEREZ,2006-09-24,1
CEN000373,858,1,,SOFIA LUIS,MENDEZ,1983-11-29,2
CEN000374,858,1,54356635,ANA CARLOS,SILVA,1951-07-05,2
CEN000375,858,1,40602118,MATEO,RUIZ,1999-10-03,1
CEN000376,858,1,41080665,SOFIA LUIS,SILVA LOPEZ,1973-05-07,
CEN000377,858,1,,PAOLA CARLOS,GOMEZ,1985-05-30,2
CEN000378,858,1,48441985,ANDRES JAVIER,SUAREZ,1963-08-30,1
CEN000379,076,9,BR457789,PEDRO PAULA,LOPEZ,1978-11-01,1
CEN000380,858,1,45648263,JULIETA PAULA,PEREIRA,,2
CEN000381,858,1,49385078,LAURA DAMIAN,TORRES,1981-10-01,2
CEN000382,858,1,41495429,PAOLA ELENA,CORREA,1957-09-03,2
CEN000383,858,1,43619810,MARIA MAR,TORRES,1974-02-24,2
CEN000384,858,1,35422901,VALENTINA MAR,TORRES FERNANDEZ,1973-07-31,2
CEN000385,858,1,,GONZALO,MENDEZ,2004-07-18,1
CEN000386,858,1,31746797,LUCIA ELENA,,1967-04-15,2
CEN000387,858,1,47274278,PEDRO CARLOS,,2004-02-14,1
CEN000388,858,1,40678901,DIEGO,TORRES,1951-03-30,1
CEN000389,858,1,42219137,LUCIA JAVIER,MARTINEZ,,2
CEN000390,858,1,38795931,VALENTINA PAULA,BENITEZ RODRIGUEZ,2006-01-11,2
CEN000391,858,1,,FLORENCIA PAULA,MENDEZ MENDEZ,1951-08-23,2
CEN000392,858,1,53883099,NICOLAS PAULA,,1999-02-19,1
CEN000393,858,1,38156105,JULIETA INES,SUAREZ,1953-06-26,2
CEN000394,858,1,51058202,DIEGO LUIS,SOSA,1965-01-01,1
CEN000395,858,1,53639328,VALENTINA PAULA,FERNANDEZ SOSA,2002-01-03,
CEN000396,858,1,58537961,RUBEN DAMIAN,MENDEZ,,1
CEN000397,858,1,52212390,JOAQUIN PAULA,DIAZ,1992-05-06,1
CEN000398,858,1,38470880,JULIETA NOELIA,BENITEZ SUAREZ,1952-01-25,2
CEN000399,858,1,55960843,MARIA LUIS,RUIZ,1966-12-02,2
CEN000400,858,1,33956386,JUAN BELEN,CORREA RODRIGUEZ,1982-03-28,1
CEN000401,858,1,40623750,MARTIN,VELAZQUEZ,1994-10-07,1
CEN000402,858,1,35515361,ANDRES CARLOS,LOPEZ,1979-06-15,1
CEN000403,858,1,40364511,RUBEN LUIS,VELAZQUEZ FERNANDEZ,2001-09-23,1
CEN000404,858,1,43424286,JULIETA,MENDEZ,,2
CEN000405,858,1,36375069,JULIETA BELEN,GOMEZ,1965-09-07,2
CEN000406,858,1,32333790,CARLA,DIAZ,1994-06-14,2
CEN000407,858,1,38127816,JUAN ELENA,SILVA SUAREZ,,1
CEN000408,600,9,PY486217,PEDRO BELEN,MENDEZ,1960-01-18,1
CEN000409,862,9,VE313819,MICAELA,ACOSTA,1950-03-16,2
CEN000410,858,1,36566663,JULIETA PAULA,RAMIREZ,2001-10-26,2
CEN000411,858,1,52379929,LEONARDO BELEN,SOSA,1952-06-21,1
CEN000412,076,9,BR758281,ANDRES,CORREA PEREZ,1970-06-15,1
CEN000413,858,1,32624135,JULIETA CARLOS,PEREZ,1960-12-31,2
CEN000414,600,9,PY687756,SOFIA MAR,SILVA RUIZ,1983-04-30,2
CEN000415,032,9,AR038949,JOAQUIN,SILVA,,1
CEN000416,858,1,33288965,ANDRES PAULA,LOPEZ CORREA,1952-04-16,1
CEN000417,858,1,37581845,PEDRO BELEN,GOMEZ,1985-03-05,
CEN000418,858,1,,VALENTINA DAMIAN,GOMEZ,1961-09-07,2
CEN000419,858,1,45686990,JOAQUIN DAMIAN,RODRIGUEZ,1977-05-26,1
CEN000420,858,1,56637258,LAURA,PEREZ,1952-03-31,
CEN000421,600,9,PY416734,ANA BELEN,RAMIREZ,2001-03-15,2
CEN000422,858,1,58856034,GONZALO BELEN,TORRES,2000-09-17,
CEN000423,858,1,47705879,PAOLA NOELIA,MARTINEZ,1957-08-16,2
CEN000424,032,9,AR165743,JULIETA ELENA,BENITEZ,1958-03-30,2
CEN000425,858,1,33590616,LUCIA DAMIAN,MENDEZ ACOSTA,2005-07-27,2
CEN000426,858,1,56237748,LUCIA BELEN,,1986-02-06,2
CEN000427,858,1,47121845,JULIETA MAR,RODRIGUEZ BENITEZ,1956-08-11,2
CEN000428,858,1,40512679,JOAQUIN ELENA,SOSA,1983-10-01,1
CEN000429,858,1,58012355,JUAN NOELIA,BENITEZ GOMEZ,1988-02-13,1
CEN000430,858,1,38412328,MATEO,LOPEZ,1965-06-01,1
CEN000431,858,1,44744978,JULIETA DAMIAN,,1991-09-17,2
CEN000432,600,9,,LEONARDO BELEN,VELAZQUEZ,1973-08-27,1
CEN000433,858,1,36741121,MATEO DAMIAN,SOSA,1955-08-31,1
CEN000434,858,1,31754370,RUBEN MAR,LOPEZ DIAZ,1973-09-04,1
CEN000435,858,1,43577202,GONZALO ELENA,ACOSTA MENDEZ,1997-12-14,
CEN000436,858,1,55733238,FLORENCIA CARLOS,RAMIREZ,1959-01-02,2
CEN000437,858,1,44048181,MATEO DAMIAN,RODRIGUEZ LOPEZ,,1
CEN000438,858,1,43317972,SOFIA LUIS,GOMEZ PEREIRA,1962-02-18,2
CEN000439,858,1,53227220,MARTIN NOELIA,,1982-03-19,1
CEN000440,858,1,50499249,FLORENCIA ELENA,SOSA PEREIRA,1967-05-04,2
CEN000441,858,1,51885314,SOFIA BELEN,RAMIREZ DIAZ,1996-09-29,2
CEN000442,032,9,AR605748,JUAN MAR,RAMIREZ,2005-04-09,1
CEN000443,858,1,41026530,LUCIA JAVIER,PEREIRA,1993-09-24,2
CEN000444,858,1,,RUBEN MAR,PEREZ,1998-04-03,1
CEN000445,858,1,42198636,NICOLAS BELEN,,1956-09-03,1
CEN000446,858,1,38953233,MATEO JAVIER,RODRIGUEZ,,1
CEN000447,858,1,53152717,LUCIA BELEN,CORREA CORREA,1950-10-20,2
CEN000448,858,1,47674753,GONZALO JAVIER,RODRIGUEZ LOPEZ,1996-04-02,1
CEN000449,858,1,50773899,JOAQUIN LUIS,RODRIGUEZ,2000-12-02,1
CEN000450,032,9,AR761856,LEONARDO BELEN,PEREIRA,1986-12-13,1
CEN000451,858,1,40606024,VALENTINA INES,RAMIREZ RAMIREZ,2001-06-01,2
CEN000452,858,1,34249059,CARLA LUIS,RUIZ,1957-06-25,2
CEN000453,600,9,PY560408,MATEO BELEN,ALONSO,1988-11-11,1
CEN000454,858,1,58275737,FLORENCIA DAMIAN,ALONSO GOMEZ,,2
CEN000455,858,1,32575957,RUBEN INES,RODRIGUEZ,1997-10-25,
CEN000456,858,1,33230811,RUBEN DAMIAN,PEREIRA,1977-03-15,1
CEN000457,858,1,45815834,VALENTINA BELEN,RODRIGUEZ,1959-07-26,2
CEN000458,858,1,47803105,LAURA PAULA,RUIZ,,2
CEN000459,858,1,46928608,ANDRES JAVIER,FERNANDEZ,1985-11-12,1
CEN000460,858,1,31683653,MATEO NOELIA,RAMIREZ,1954-06-23,1
CEN000461,858,1,39286378,LUCIA ELENA,PEREIRA,,2
CEN000462,858,1,30992305,FLORENCIA ELENA,SUAREZ,1969-03-06,2
CEN000463,858,1,47404505,LAURA MAR,RUIZ,1950-04-21,2
CEN000464,858,1,46673031,JULIETA BELEN,PEREZ,2004-07-29,2
CEN000465,858,1,32510026,JUAN DAMIAN,ALONSO SILVA,1992-09-30,1
CEN000466,858,1,36722826,CARLA DAMIAN,RODRIGUEZ MENDEZ,1991-04-27,2
CEN000467,858,1,31274342,GONZALO MAR,FERNANDEZ MENDEZ,1984-04-06,1
CEN000468,858,1,41346557,JUAN CARLOS,PEREZ,1969-02-07,1
CEN000469,858,1,,ANDRES,,1994-12-07,1
CEN000470,858,1,35642127,JUAN JAVIER,CORREA SOSA,1957-02-05,1
CEN000471,858,1,59600089,ANA,DIAZ,1997-08-18,2
CEN000472,858,1,58366200,FLORENCIA ELENA,VELAZQUEZ,1965-10-22,2
CEN000473,858,1,45913919,MATEO INES,PEREIRA,1952-08-17,1
CEN000474,858,1,58578247,ANDRES JAVIER,RODRIGUEZ ALONSO,1973-11-29,1
CEN000475,858,1,36380822,LEONARDO CARLOS,ALONSO,1978-11-08,1
CEN000476,858,1,59230109,LUCIA ELENA,TORRES ACOSTA,1984-12-21,2
CEN000477,858,1,39305420,MATEO LUIS,GOMEZ FERNANDEZ,1963-05-26,1
CEN000478,858,1,42651641,MARTIN CARLOS,MARTINEZ,1975-03-04,1
CEN000479,858,1,54415866,ANA BELEN,DIAZ,1995-05-20,2
CEN000480,858,1,57368982,LUCIA MAR,RAMIREZ CORREA,2004-09-02,2
CEN000481,858,1,33742910,RUBEN LUIS,FERNANDEZ MENDEZ,1980-06-02,1
CEN000482,600,9,PY601460,LAURA INES,SUAREZ ALONSO,1955-09-01,2
CEN000483,858,1,58278745,FLORENCIA,LOPEZ,1953-08-25,2
CEN000484,858,1,57795479,LUCIA LUIS,SILVA ALONSO,1987-08-07,2
CEN000485,600,9,PY015444,NICOLAS MAR,SUAREZ,1969-04-22,1
CEN000486,858,1,42509839,CARLA LUIS,LOPEZ,1978-12-30,2
CEN000487,858,1,34430474,CARLA,RAMIREZ,1986-06-17,2
CEN000488,032,9,AR847363,CARLA ELENA,SILVA,1999-05-19,2
CEN000489,858,1,49645530,NICOLAS NOELIA,RAMIREZ MENDEZ,1993-06-26,1
CEN000490,858,1,52714063,NICOLAS PAULA,RUIZ,1975-08-02,1
CEN000491,858,1,,MICAELA LUIS,RAMIREZ RODRIGUEZ,2003-03-24,2
CEN000492,858,1,59457120,JULIETA ELENA,DIAZ TORRES,1955-08-24,2
CEN000493,858,1,59223523,LEONARDO DAMIAN,RUIZ PEREIRA,1991-09-05,1
CEN000494,858,1,48426422,LAURA NOELIA,PEREIRA CORREA,1954-03-20,2
CEN000495,076,9,BR050201,ANDRES INES,MARTINEZ,1997-08-19,1
CEN000496,858,1,53791921,GONZALO INES,SILVA,1990-07-16,1
CEN000497,600,9,PY736688,ANDRES BELEN,DIAZ,1969-07-09,1
CEN000498,858,1,50919638,JULIETA CARLOS,ALONSO,1960-08-27,2
CEN000499,858,1,51639207,ANDRES INES,TORRES,1972-04-11,1
CEN000500,858,1,49472114,JUAN ELENA,SUAREZ,1956-06-01,1
CEN000501,858,1,56712587,ANA JAVIER,VELAZQUEZ,1984-08-21,2
CEN000502,858,1,56012765,VALENTINA,SOSA ACOSTA,1971-06-17,2
CEN000503,032,9,AR214170,ANDRES PAULA,TORRES,1950-02-21,1
CEN000504,600,9,PY494171,VALENTINA PAULA,VELAZQUEZ,1986-09-12,2
CEN000505,858,1,32442588,JULIETA LUIS,GOMEZ,,2
CEN000506,032,9,,SOFIA DAMIAN,LOPEZ,1993-08-18,2
CEN000507,858,1,58413934,JUAN JAVIER,SUAREZ,1986-08-09,1
CEN000508,858,1,46896155,MARTIN,DIAZ SUAREZ,1996-11-01,
CEN000509,858,1,44217658,JULIETA CARLOS,BENITEZ,1997-08-09,2
CEN000510,600,9,PY988195,SOFIA INES,RAMIREZ RAMIREZ,1952-07-11,2
CEN000511,858,1,31919184,JULIETA ELENA,RAMIREZ,2000-04-27,2
CEN000512,858,1,33298322,DIEGO MAR,RUIZ,1951-08-17,1
CEN000513,858,1,30767372,VALENTINA INES,DIAZ,2005-12-17,2
CEN000514,858,1,47000590,ANDRES LUIS,FERNANDEZ,2003-06-30,1
CEN000515,600,9,PY629466,PEDRO BELEN,RUIZ,1965-02-17,1
CEN000516,858,1,38733581,SOFIA ELENA,MARTINEZ,1964-10-16,2
CEN000517,858,1,40678808,RUBEN ELENA,MARTINEZ FERNANDEZ,1960-01-17,1
CEN000518,600,9,PY078539,DIEGO LUIS,PEREIRA RAMIREZ,1995-10-09,1
CEN000519,858,1,57587046,LEONARDO ELENA,GOMEZ ACOSTA,1981-09-30,1
CEN000520,076,9,BR136944,MICAELA DAMIAN,RAMIREZ SOSA,1977-04-03,2
CEN000521,858,1,30993951,MARIA BELEN,LOPEZ,1982-11-13,2
CEN000522,858,1,58989391,LUCIA DAMIAN,VELAZQUEZ,1992-05-15,2
CEN000523,858,1,46502258,LAURA INES,RAMIREZ SOSA,2000-04-08,2
CEN000524,032,9,AR307516,ANDRES LUIS,ACOSTA,1984-12-02,1
CEN000525,858,1,36262715,MICAELA MAR,MARTINEZ SOSA,,2
CEN000526,858,1,57359170,MICAELA JAVIER,PEREZ LOPEZ,1967-09-15,2
CEN000527,858,1,38412011,MARIA,CORREA ALONSO,1993-06-18,2
CEN000528,858,1,45952082,NICOLAS LUIS,MARTINEZ,2002-07-29,1
CEN000529,858,1,32083388,JOAQUIN NOELIA,PEREZ,1969-03-15,1
CEN000530,858,1,41734944,PEDRO JAVIER,FERNANDEZ,1964-05-17,1
CEN000531,032,9,AR367829,MARTIN DAMIAN,SOSA,1981-08-11,1
CEN000532,858,1,50782491,JUAN CARLOS,,,1
CEN000533,858,1,46443226,ANDRES NOELIA,TORRES ACOSTA,1974-09-30,1
CEN000534,032,9,AR248244,MICAELA,RUIZ,1992-07-26,2
CEN000535,862,9,VE396950,SOFIA CARLOS,SILVA,1958-03-14,2
CEN000536,032,9,AR491582,ANA DAMIAN,MENDEZ DIAZ,1966-01-08,2
CEN000537,858,1,57374603,JUAN PAULA,,1961-11-17,1
CEN000538,858,1,30543196,ANDRES PAULA,RAMIREZ,2001-05-25,1
CEN000539,858,1,48252612,GONZALO NOELIA,PEREZ CORREA,1975-02-12,1
CEN000540,858,1,54501258,JOAQUIN ELENA,RAMIREZ,1971-07-03,1
CEN000541,858,1,35109858,LEONARDO DAMIAN,RUIZ,1979-06-23,1
CEN000542,858,1,34712199,NICOLAS MAR,VELAZQUEZ,2000-07-27,1
CEN000543,858,1,36394891,NICOLAS NOELIA,SILVA,,1
CEN000544,076,9,BR846626,ANDRES NOELIA,DIAZ ACOSTA,1960-04-18,1
CEN000545,858,1,32605272,LAURA,LOPEZ,1969-09-09,2
CEN000546,858,1,31650219,MICAELA PAULA,FERNANDEZ LOPEZ,1977-11-26,2
CEN000547,858,1,,MATEO INES,RUIZ,1996-08-05,1
CEN000548,858,1,35758257,MARIA NOELIA,MARTINEZ VELAZQUEZ,1989-05-27,2
CEN000549,858,1,53102780,MARTIN CARLOS,MARTINEZ,,1
CEN000550,858,1,36823548,JULIETA DAMIAN,RODRIGUEZ,1957-04-01,2
CEN000551,858,1,53666449,SOFIA INES,GOMEZ,2000-12-28,2
CEN000552,858,1,50906443,FLORENCIA JAVIER,RAMIREZ,1951-12-29,2
CEN000553,600,9,PY890458,GONZALO JAVIER,MARTINEZ,,1
CEN000554,858,1,33725102,DIEGO LUIS,GOMEZ,1988-11-18,1
CEN000555,858,1,,SOFIA ELENA,DIAZ,1955-05-31,2
CEN000556,032,9,AR982409,ANA LUIS,PEREIRA,1985-05-03,2
CEN000557,858,1,44460020,FLORENCIA,RODRIGUEZ,1995-10-27,2
CEN000558,858,1,44297174,MICAELA NOELIA,GOMEZ SILVA,1964-10-25,2
CEN000559,858,1,35797103,LEONARDO,BENITEZ,2006-12-27,1
CEN000560,600,9,PY572932,ANDRES DAMIAN,SOSA,1988-01-17,1
CEN000561,858,1,42138316,MARIA PAULA,RAMIREZ,1951-03-18,2
CEN000562,858,1,58693076,MICAELA,MARTINEZ,1995-06-03,2
CEN000563,858,1,36436958,JOAQUIN INES,RODRIGUEZ ALONSO,1999-01-14,1
CEN000564,858,1,39744927,JOAQUIN NOELIA,SOSA ACOSTA,1956-04-29,1
CEN000565,032,9,AR879182,PAOLA DAMIAN,ACOSTA,1975-03-01,2
CEN000566,858,1,36497398,JUAN,,1994-06-13,1
CEN000567,858,1,53520215,SOFIA PAULA,DIAZ,1997-12-16,2
CEN000568,032,9,,JOAQUIN LUIS,,1950-05-28,1
CEN000569,032,9,AR235349,VALENTINA MAR,SOSA,,2
CEN000570,862,9,VE158462,NICOLAS BELEN,SUAREZ LOPEZ,,
CEN000571,858,1,36705200,LEONARDO INES,PEREZ,1968-09-18,1
CEN000572,858,1,57038137,LAURA NOELIA,,1972-09-11,2
CEN000573,858,1,52476404,NICOLAS JAVIER,ACOSTA,1989-12-12,1
CEN000574,858,1,44520941,MARIA NOELIA,DIAZ,1980-08-20,2
CEN000575,858,1,43789712,MATEO JAVIER,SOSA,1951-03-19,1
CEN000576,076,9,BR633300,JUAN ELENA,VELAZQUEZ,,1
CEN000577,858,1,59052593,SOFIA LUIS,PEREZ,1954-05-04,2
CEN000578,858,1,48039213,FLORENCIA,PEREZ,1954-11-27,2
CEN000579,858,1,56965036,PAOLA DAMIAN,SUAREZ PEREZ,1973-05-14,2
CEN000580,858,1,59701650,PAOLA,SILVA,1991-07-12,2
CEN000581,858,1,44459198,LUCIA DAMIAN,DIAZ,1977-12-28,2
CEN000582,858,1,48330473,NICOLAS MAR,RODRIGUEZ,1960-03-11,1
CEN000583,858,1,57647511,PAOLA MAR,ACOSTA,1957-07-12,
CEN000584,032,9,AR665070,RUBEN LUIS,GOMEZ,1958-10-05,1
CEN000585,858,1,36673100,SOFIA PAULA,FERNANDEZ MARTINEZ,,2
CEN000586,858,1,57915253,JOAQUIN JAVIER,,2000-04-29,1
CEN000587,858,1,30805233,JULIETA ELENA,GOMEZ SUAREZ,1964-09-27,2
CEN000588,076,9,BR120312,JULIETA INES,,1990-07-07,2
CEN000589,858,1,34573095,LUCIA MAR,VELAZQUEZ,1993-01-19,2
CEN000590,858,1,43284817,CARLA CARLOS,SUAREZ,1951-03-25,2
CEN000591,858,1,,ANA DAMIAN,TORRES,1950-01-07,2
CEN000592,858,1,50238448,FLORENCIA LUIS,SILVA,1966-09-24,2
CEN000593,858,1,42410948,SOFIA,ALONSO SUAREZ,1989-04-23,2
CEN000594,858,1,44830360,VALENTINA MAR,SOSA,1997-04-30,2
CEN000595,862,9,VE209759,PAOLA JAVIER,PEREIRA PEREIRA,1961-05-24,2
CEN000596,858,1,51427234,MATEO ELENA,FERNANDEZ FERNANDEZ,1959-01-31,1
CEN000597,858,1,45897170,PEDRO PAULA,RAMIREZ,1984-05-26,1
CEN000598,076,9,BR111630,ANA BELEN,PEREZ FERNANDEZ,1992-01-17,2
CEN000599,032,9,AR169371,MARIA LUIS,FERNANDEZ,1981-05-21,2
CEN000600,858,1,54626881,MARIA ELENA,SILVA,1969-06-30,2
CEN000601,858,1,56709355,NICOLAS BELEN,PEREZ,1976-10-23,
CEN000602,858,1,41103960,SOFIA INES,FERNANDEZ,1992-05-26,2
CEN000603,858,1,58941987,FLORENCIA LUIS,MARTINEZ VELAZQUEZ,1983-09-08,2
CEN000604,032,9,AR018612,JOAQUIN,SUAREZ,1979-11-29,1
CEN000605,858,1,53511168,NICOLAS ELENA,LOPEZ,,
CEN000606,858,1,46559469,LAURA ELENA,,1981-10-09,2
CEN000607,600,9,PY379569,LAURA JAVIER,MENDEZ SILVA,1994-01-31,2
CEN000608,858,1,56448423,CARLA BELEN,SILVA CORREA,1958-01-17,2
CEN000609,858,1,39418051,MARIA JAVIER,PEREZ,1989-06-05,2
CEN000610,858,1,49065209,MARTIN BELEN,SILVA,1986-09-28,1
CEN000611,858,1,37675231,DIEGO,RODRIGUEZ,1992-06-20,1
CEN000612,858,1,55176145,SOFIA DAMIAN,,1992-12-18,2
CEN000613,858,1,47756368,MICAELA DAMIAN,LOPEZ,2000-10-19,2
CEN000614,858,1,40812437,JUAN NOELIA,SOSA,1963-07-22,1
CEN000615,858,1,48564176,MICAELA BELEN,RODRIGUEZ,,2
CEN000616,858,1,46680194,CARLA PAULA,BENITEZ DIAZ,,2
CEN000617,858,1,52578398,GONZALO CARLOS,VELAZQUEZ,1997-11-30,
CEN000618,858,1,33406029,SOFIA,RAMIREZ,1953-05-19,2
CEN000619,858,1,43145654,LAURA BELEN,SOSA,1961-10-04,2
CEN000620,858,1,42799377,JOAQUIN LUIS,PEREIRA,1991-03-11,1
CEN000621,032,9,AR992254,MATEO MAR,RAMIREZ SUAREZ,1954-02-08,1
CEN000622,858,1,48669639,MICAELA ELENA,CORREA,1998-07-02,2
CEN000623,858,1,35996861,MICAELA PAULA,PEREIRA VELAZQUEZ,1984-04-07,2
CEN000624,858,1,43910996,PAOLA NOELIA,SILVA,1972-08-01,2
CEN000625,858,1,57487350,ANA CARLOS,BENITEZ,1961-10-21,2
CEN000626,858,1,36977761,GONZALO MAR,SOSA,1990-05-18,1
CEN000627,858,1,58442828,ANDRES JAVIER,ALONSO,1998-09-16,1
CEN000628,858,1,59690744,PAOLA CARLOS,FERNANDEZ,1961-09-07,2
CEN000629,600,9,PY937314,VALENTINA ELENA,RUIZ DIAZ,1951-09-15,2
CEN000630,858,1,52326387,NICOLAS JAVIER,TORRES SUAREZ,1960-12-12,1
CEN000631,862,9,VE972334,LAURA LUIS,RAMIREZ,1988-12-27,2
CEN000632,858,1,54314863,SOFIA CARLOS,GOMEZ,1994-01-24,2
CEN000633,076,9,BR341548,ANA,RUIZ RAMIREZ,,2
CEN000634,858,1,40338507,FLORENCIA ELENA,TORRES,1996-03-21,2
CEN000635,858,1,53086135,ANA CARLOS,,1963-03-25,2
CEN000636,858,1,51507700,MATEO ELENA,FERNANDEZ ALONSO,1999-11-14,1
CEN000637,858,1,49482873,PEDRO INES,MARTINEZ,1970-11-17,1
CEN000638,858,1,53417345,GONZALO CARLOS,CORREA,,1
CEN000639,076,9,BR287354,VALENTINA ELENA,,1973-06-29,2
CEN000640,862,9,VE592088,LEONARDO DAMIAN,ACOSTA,1981-11-03,1
CEN000641,858,1,59880354,JULIETA CARLOS,ACOSTA ACOSTA,1984-04-02,2
CEN000642,600,9,PY075327,PAOLA LUIS,MARTINEZ,,2
CEN000643,858,1,56999711,NICOLAS CARLOS,SILVA,1955-10-21,1
CEN000644,858,1,52440574,NICOLAS MAR,SOSA SOSA,,1
CEN000645,858,1,48272442,LEONARDO LUIS,CORREA SUAREZ,1977-01-27,1
CEN000646,858,1,40008147,SOFIA INES,ACOSTA,1966-10-07,2
CEN000647,600,9,PY586718,LUCIA LUIS,RODRIGUEZ,2002-06-05,2
CEN000648,858,1,32144665,JOAQUIN NOELIA,RAMIREZ TORRES,1950-05-06,1
CEN000649,032,9,AR505836,JUAN BELEN,FERNANDEZ DIAZ,1955-09-09,1
CEN000650,858,1,36594643,MARTIN NOELIA,RODRIGUEZ BENITEZ,1996-02-14,1
CEN000651,858,1,35490136,CARLA PAULA,RUIZ,1970-11-24,2
CEN000652,858,1,31048456,MATEO MAR,MENDEZ LOPEZ,1983-01-11,1
CEN000653,858,1,50706415,JOAQUIN PAULA,RODRIGUEZ,1977-03-14,1
CEN000654,858,1,57114626,LEONARDO PAULA,RAMIREZ RUIZ,1989-01-10,1
CEN000655,858,1,49570451,MICAELA LUIS,LOPEZ,,2
CEN000656,858,1,50741769,ANDRES MAR,BENITEZ RODRIGUEZ,1968-10-03,1
CEN000657,858,1,36242602,JUAN MAR,LOPEZ,1998-02-13,1
CEN000658,858,1,43685622,PAOLA PAULA,ALONSO,1957-10-12,
CEN000659,858,1,,ANA INES,CORREA,1972-11-26,2
CEN000660,858,1,34980607,FLORENCIA JAVIER,FERNANDEZ,1996-02-06,
CEN000661,858,1,31333607,JUAN CARLOS,,1967-04-22,1
CEN000662,858,1,45585308,DIEGO DAMIAN,,1983-04-21,1
CEN000663,858,1,55899134,PEDRO LUIS,BENITEZ SOSA,2002-03-01,1
CEN000664,858,1,52884558,LUCIA BELEN,MENDEZ MARTINEZ,,2
CEN000665,858,1,52107895,LAURA JAVIER,SILVA VELAZQUEZ,1973-06-13,2
CEN000666,858,1,41736477,MARTIN JAVIER,DIAZ RUIZ,2001-10-24,1
CEN000667,858,1,43271969,VALENTINA PAULA,DIAZ,1980-01-10,2
CEN000668,858,1,42827062,PEDRO INES,TORRES,1991-05-30,1
CEN000669,858,1,52645643,PAOLA INES,FERNANDEZ,1961-10-04,2
CEN000670,858,1,32166969,NICOLAS NOELIA,DIAZ ACOSTA,1973-02-03,1
CEN000671,032,9,AR419699,CARLA JAVIER,PEREZ,1952-07-31,2
CEN000672,858,1,36618462,SOFIA JAVIER,VELAZQUEZ,1985-07-22,2
CEN000673,858,1,30321278,PEDRO,PEREZ,1975-08-02,1
CEN000674,862,9,VE834774,GONZALO,GOMEZ,1981-09-10,1
CEN000675,858,1,50878554,SOFIA,SUAREZ,2003-06-12,2
CEN000676,032,9,AR600682,ANA MAR,RUIZ,1961-04-08,2
CEN000677,858,1,51707330,FLORENCIA,DIAZ MENDEZ,1980-07-02,2
CEN000678,862,9,VE118191,FLORENCIA CARLOS,RAMIREZ,1979-09-04,2
CEN000679,858,1,36345001,PEDRO DAMIAN,SUAREZ,1956-12-17,1
CEN000680,032,9,AR436064,VALENTINA,DIAZ RODRIGUEZ,2004-01-08,2
CEN000681,858,1,57467285,PEDRO JAVIER,DIAZ SOSA,1977-01-06,1
CEN000682,032,9,AR695045,LEONARDO MAR,RODRIGUEZ,,1
