id_unico,id_pais_documento,id_tipo_documento,documento,nombres,apellidos,fecha_nacimiento,id_sexo
RRAA000325,858,1,42140362,MICAELA ELENA,LOPEZ,1993-11-13,2
RRAA000326,858,1,42096250,LAURA MAR,RODRIGUEZ,1996-03-15,2
RRAA000327,032,9,AR822919,MARTIN ELENA,BENITEZ,1971-07-03,1
RRAA000328,858,1,31237614,GONZALO JAVIER,MARTINEZ VELAZQUEZ,1980-05-07,1
RRAA000329,858,1,49771723,PEDRO NOELIA,LOPEZ,1961-08-25,1
RRAA000330,076,9,BR047266,SOFIA NOELIA,SILVA ACOSTA,1981-01-27,2
RRAA000331,858,1,42236125,JOAQUIN JAVIER,DIAZ DIAZ,1980-07-04,1
RRAA000332,076,9,BR007196,SOFIA INES,TORRES ACOSTA,1967-01-23,2
RRAA000333,858,1,42521073,VALENTINA,MENDEZ,1993-05-12,2
RRAA000334,858,1,49419930,ANDRES DAMIAN,BENITEZ GOMEZ,1963-10-09,1
RRAA000335,862,9,VE219993,PEDRO JAVIER,DIAZ,1965-11-28,1
RRAA000336,858,1,46764513,DIEGO CARLOS,RAMIREZ ACOSTA,1950-06-15,1
RRAA000337,858,1,42215467,ANDRES NOELIA,SUAREZ RAMIREZ,1987-06-17,1
RRAA000338,076,9,BR443956,JUAN JAVIER,SUAREZ,2000-05-20,1
RRAA000339,858,1,56455157,RUBEN DAMIAN,PEREIRA SUAREZ,1992-02-11,1
RRAA000340,862,9,VE398851,LEONARDO PAULA,CORREA,1953-03-27,1
RRAA000341,858,1,30983902,CARLA INES,SUAREZ MENDEZ,1954-11-10,2
RRAA000342,858,1,34575004,ANRDES LUIS,PEREIRA,2000-07-02,1
RRAA000343,858,1,57862792,VALENTINA CARLOS,FERNNADEZ,1955-06-08,2
RRAA000344,858,1,40598839,RUBEN INES,RUIZ,1999-03-03,1
RRAA000345,858,1,30195760,RUBEN DAMIAN,SOSA,1993-08-13,1
RRAA000346,858,1,44143126,CARLA LUIS,PEREIRA SILVA,1959-10-08,2
RRAA000347,858,1,59018206,PEDRO PAULA,PEREZ CORREA,1983-03-13,1
RRAA000348,858,1,31522457,JULIETA ELENA,ACOSTA ACOSTA,1951-09-24,2
RRAA000349,032,9,AR974142,RUBEN CARLOS,SUAREZ,1970-09-10,1
RRAA000350,858,1,39470773,LAURA CARLOS,FERNANDEZ,1995-08-30,2
RRAA000351,600,9,PY536685,VALENTINA PAULA,VELAZQUEZ,1995-07-06,2
RRAA000352,862,9,VE070289,LAURA PAULA,PEREZ,1982-01-18,2
RRAA000353,858,1,49052532,MARIA INES,MENDEZ ACOSTA,2002-10-09,2
RRAA000354,076,9,BR417617,MICAELA LUIS,TORRES,1997-08-30,2
RRAA000355,858,1,36358936,LAURA INES,SUAREZ,1952-11-06,2
RRAA000356,858,1,56195459,JOAQUIN,SUAREZ SILVA,1983-01-16,1
RRAA000357,858,1,42108998,LUCIA BELEN,ALONSO,1971-12-14,2
RRAA000358,862,9,VE305103,JULIETA LUIS,RAMIREZ,1991-07-30,2
RRAA000359,076,9,BR852723,JUNA DAMIAN,TORRES,1972-05-20,1
RRAA000360,858,1,42738441,LAURA LUIS,MENDEZ,1952-08-12,2
RRAA000361,862,9,VE546796,MARTIN INES,DIAZ RODRIGUEZ,1970-04-03,1
RRAA000362,858,1,57560253,RUBEN LUIS,SUAREZ FERNADNEZ,1965-12-31,1
RRAA000363,600,9,PY099987,FLORENCIA BELEN,FERNANDEZ RAMIREZ,1975-05-09,2
RRAA000364,858,1,51957374,MICAELA DAMIAN,SUAREZ,1964-01-01,2
RRAA000365,858,1,50007863,JUAN,VELAZQUEZ ACOSTA,2004-11-21,1
RRAA000366,858,1,30963344,JOAQUIN,MENDEZ VELAZQEUZ,1993-07-31,1
RRAA000367,858,1,31633455,MARTIN BELEN,VELAZQUEZ ACOSTA,1957-12-06,1
RRAA000368,858,1,44133735,MICAELA,RAMIREZ,1961-11-23,2
RRAA000369,858,1,56079979,CARLA NOELIA,FERNANDEZ,1994-01-08,2
RRAA000370,858,1,49075211,SOFIA DAMIAN,RAMIREZ RUIZ,1971-12-30,2
RRAA000371,858,1,48512043,MARTIN DAMIAN,RODRIGUEZ,1995-09-08,1
RRAA000372,858,1,37275855,JUAN PAULA,RODRIGUEZ PEREZ,2006-09-24,1
RRAA000373,858,1,45323687,SOFIA LUIS,MENDEZ,1983-11-29,2
RRAA000374,858,1,54356635,ANA CARLOS,SILAV,1951-07-05,2
RRAA000375,858,1,40602118,MATEO,RUZI,1999-10-03,1
RRAA000376,858,1,41080665,SOFIA LUIS,SILVA LOPEZ,1973-05-07,2
RRAA000377,858,1,49388320,PALOA CARLOS,GOMEZ,1985-05-30,2
RRAA000378,858,1,48441985,ANDRES JAVIER,SUAREZ,1963-08-31,1
RRAA000379,076,9,BR457789,PEDRO PAULA,LOPEZ,1978-11-01,1
RRAA000380,858,1,45648263,JULIETA PAULA,PREEIRA,1960-05-13,2
RRAA000381,858,1,49385078,LAURA DAMIAN,TORRES,1981-10-01,2
RRAA000382,858,1,41495429,PAOLA EELNA,CORREA,1957-09-03,2
RRAA000383,858,1,43619810,MARIA MAR,TORRES,1974-02-24,2
RRAA000384,858,1,35422901,VALENTINA MAR,TORRES FERNANDEZ,1973-07-31,2
RRAA000385,858,1,48290785,GONZALO,MENDEZ,2004-07-18,1
RRAA000386,858,1,31746797,LUCIA ELENA,MARTINEZ,1967-04-15,2
RRAA000387,858,1,47274278,PEDRO CARLOS,BENITEZ,2004-02-14,1
RRAA000388,858,1,40678901,DIEGO,TORERS,1951-03-30,1
RRAA000389,858,1,42219137,LUCIA JAVIER,MARTINEZ,1976-12-11,2
RRAA000390,858,1,38795931,VALENTINA PAULA,BENITEZ RODRIGUEZ,2006-01-11,2
RRAA000391,858,1,51585217,FLORENCIA PAULA,MENDEZ MENDEZ,1951-08-23,2
RRAA000392,858,1,53883099,NICOLAS PAULA,MARTINEZ,1999-02-18,1
RRAA000393,858,1,38156105,JULIETA INES,SUAREZ,1953-06-26,2
RRAA000394,858,1,51058202,DIEGOL UIS,SOSA,1965-01-01,1
RRAA000395,858,1,53639328,VALENTINA PAULA,FERNANDEZ SOSA,2002-01-03,2
RRAA000396,858,1,58537961,RUBEN DAMIAN,MENDEZ,1973-12-10,1
RRAA000397,858,1,52212390,JOAQUIN PAULA,DIAZ,1992-05-06,1
RRAA000398,858,1,38470880,JULIETA NOELIA,BENITEZ SUAREZ,1952-01-25,2
RRAA000399,858,1,55960843,MARIA LUIS,RUIZ,1966-12-02,2
RRAA000400,858,1,33956386,JUAN BELEN,CORREA RODRIGUEZ,1982-03-28,1
RRAA000401,858,1,40623750,MARTIN,VELAZQUEZ,1994-10-07,1
RRAA000402,858,1,35515361,ANDRES CARLOS,LOPEZ,1979-06-15,1
RRAA000403,858,1,40364511,RUBEN LUIS,VELAZQUEZ FERNANDEZ,2001-09-23,1
RRAA000404,858,1,43424286,JULIETA,MENDEZ,1962-05-03,2
RRAA000405,858,1,36375069,JULIETA BELEN,GOMEZ,1965-09-07,2
RRAA000406,858,1,32333790,CARLA,DIAZ,1994-06-14,2
RRAA000407,858,1,38127816,JUAN ELENA,SILVA SUAREZ,1971-06-05,1
RRAA000408,600,9,PY486217,PEDRO BELEN,MENDEZ,1960-01-18,1
RRAA000409,862,9,VE313819,MICAELA,ACOSTA,1950-03-16,2
RRAA000410,858,1,36566663,JULIETA APULA,RAMIREZ,2001-10-26,2
RRAA000411,858,1,52379929,LEONARDO BELEN,SOSA,1952-06-21,1
RRAA000412,076,9,BR758281,ANDRES,CORREA PEREZ,1970-06-15,1
RRAA000413,858,1,32624135,JULIETA CARLOS,PEREZ,1960-12-31,2
RRAA000414,600,9,PY687756,SOFIA MAR,SILVA RUIZ,1983-04-30,2
RRAA000415,032,9,AR038949,JOAQUIN,SILVA,1987-11-02,1
RRAA000416,858,1,33288965,ANDRES PAULA,LOPEZ CORREA,1952-04-16,1
RRAA000417,858,1,37581845,PEDRO BELEN,GOMEZ,1985-03-05,1
RRAA000418,858,1,40496481,VALENTINA DAMIAN,GOMZE,1961-09-07,2
RRAA000419,858,1,45686990,JOAQUIN DAMIAN,RODRIGUEZ,1977-05-26,1
RRAA000420,858,1,56637258,LAURA,PEREZ,1952-03-31,2
RRAA000421,600,9,PY416734,ANA BELEN,RAMIREZ,2001-03-15,2
RRAA000422,858,1,58856034,GONZALO BELEN,TORRES,2000-09-17,1
RRAA000423,858,1,47705879,PAOLA NOELIA,MARITNEZ,1957-08-16,2
RRAA000424,032,9,AR165743,JULIETA ELENA,BENITEZ,1958-03-30,2
RRAA000425,858,1,33590616,LUCIA DAMIAN,MENDEZ ACOSTA,2005-07-27,2
RRAA000426,858,1,56237748,LUCIA BELEN,SUAREZ,1986-02-06,2
RRAA000427,858,1,47121845,JULIETA MAR,RODRIGUEZ BENITEZ,1956-08-11,2
RRAA000428,858,1,40512679,JOAQUIN ELENA,SOSA,1983-10-01,1
RRAA000429,858,1,58012355,JUAN NOELIA,BENITEZ GOMEZ,1988-02-13,1
RRAA000430,858,1,38412328,MATEO,LOPEZ,1965-06-01,1
RRAA000431,858,1,44744978,JULIETA DAMIAN,SUAREZ,1991-09-17,2
RRAA000432,600,9,PY648713,LEONARDO BELEN,VELAZQUEZ,1973-08-27,1
RRAA000433,858,1,36741121,MAETO DAMIAN,SOSA,1955-08-31,1
RRAA000434,858,1,31754370,RUBEN MAR,LOPEZ DIAZ,1973-09-04,1
RRAA000435,858,1,43577202,GONZALO ELENA,ACOSTA MENDEZ,1997-12-14,1
RRAA000436,858,1,55733238,FLORENCIA CARLOS,RAMIREZ,1959-01-02,2
RRAA000437,858,1,44048181,MATEO DAMIAN,RODRIGUEZ LOPEZ,1956-05-30,1
RRAA000438,858,1,43317972,SOFIA LUIS,GOMEZ PEREIRA,1962-02-18,2
RRAA000439,858,1,53227220,MARTINN OELIA,ACOSTA,1982-03-19,1
RRAA000440,858,1,50499249,FLORENCIA ELENA,SOSA PEREIRA,1967-05-03,2
RRAA000441,858,1,51885314,SOFAI BELEN,RAMIREZ DIAZ,1996-09-29,2
RRAA000442,032,9,AR605748,JUAN MAR,RAMIREZ,2005-04-09,1
RRAA000443,858,1,41026530,LUCIA JAVIER,PEREIRA,1993-09-24,2
RRAA000444,858,1,44081577,RUBEN MAR,PERZE,1998-04-03,1
RRAA000445,858,1,42198636,NICOLAS BELEN,RAMIREZ,1956-09-03,1
RRAA000446,858,1,38953233,MATEO JVAIER,RODRIGUEZ,1953-09-07,1
RRAA000447,858,1,53152717,LUCIA BELEN,CORREA CORREA,1950-10-20,2
RRAA000448,858,1,47674753,GONZALO JAVIER,RODRIGUEZ LOPEZ,1996-04-02,1
RRAA000449,858,1,50773899,JOAQUIN LUIS,RODRIGUEZ,2000-12-02,1
RRAA000450,032,9,AR761856,LEONARDO BELEN,PEREIRA,1986-12-13,1
RRAA000451,858,1,40606024,VALENTINA INES,RAMIREZ RAMIREZ,2001-06-01,2
RRAA000452,858,1,34249059,CARLAL UIS,RUIZ,1957-06-25,2
RRAA000453,600,9,PY560408,MATEO BELEN,ALONSO,1988-11-11,1
RRAA000454,858,1,58275737,FLORENCIA DAMIAN,ALONSO GOMEZ,1968-08-26,2
RRAA000455,858,1,32575957,RUBEN INES,RODRIGUEZ,1997-10-25,1
RRAA000456,858,1,33230811,RUBEN DAMIAN,PEREIRA,1977-03-15,1
RRAA000457,858,1,45815834,VALENTINA BELEN,RODRIGUEZ,1959-07-26,2
RRAA000458,858,1,47803105,LAURA PAULA,RUIZ,1963-08-05,2
RRAA000459,858,1,46928608,ANDRES JAVIER,FERNANDEZ,1985-11-12,1
RRAA000460,858,1,31683653,MATEO NOELIA,RAMIRZE,1954-06-23,1
RRAA000461,858,1,39286378,LUCIA ELENA,PREEIRA ACOSTA,1984-12-22,2
RRAA000462,858,1,30992305,FLORENCIA ELENA,SUAREZ,1969-03-06,2
RRAA000463,858,1,47404505,LAURA MAR,RUIZ,1950-04-21,2
RRAA000464,858,1,46673031,JULIETA BELEN,PEREZ,2004-07-29,2
RRAA000465,858,1,32510026,JUAN DAMIAN,ALONSO SILVA,1992-09-30,1
RRAA000466,858,1,36722826,CARLA DAMIAN,RODRIGUEZ MENDEZ,1991-04-27,2
RRAA000467,858,1,31274342,GONZALO MAR,FERNANDEZ MENDEZ,1984-04-06,1
RRAA000468,858,1,41346557,JUAN CARLOS,PEREZ,1969-02-07,1
RRAA000469,858,1,49752725,ANDRES,SILVA,1994-12-07,1
RRAA000470,858,1,,JUANJ AVIER,CORREA SOSA,1957-02-05,1
RRAA000471,858,1,59600089,ANA,DIAZ,1997-08-18,2
RRAA000472,858,1,58366200,FLORENCIA ELENA,VELAZQUEZ SUAREZ,1965-10-22,2
RRAA000473,858,1,45913919,MATEO INES,PEREIRA,1952-08-17,1
RRAA000474,858,1,58578247,ANDRES JAVIER,RODRIGUEZ ALONSO,1973-11-29,1
RRAA000475,858,1,36380822,LEONRADO CARLOS,ALONSO,1978-11-08,1
RRAA000476,858,1,59230109,LUCIA ELENA,TORRES ACOSTA,1984-12-21,2
RRAA000477,858,1,39305420,MATEO LUIS,GOMEZ FERNANDEZ,1963-05-26,1
RRAA000478,858,1,42651641,MARTIN CARLOS,MARTINEZ,1975-03-04,1
RRAA000479,858,1,54415866,ANA BELEN,DIAZ,1995-05-20,2
RRAA000480,858,1,57368982,LUCIA MAR,RAMIREZ CORREA,2004-09-02,2
RRAA000481,858,1,33742910,RUBEN LUIS,FERNANDEZ MENDEZ,1980-06-02,1
RRAA000482,600,9,PY601460,LAURA INES,SUAREZ ALONSO,1955-09-01,2
RRAA000483,858,1,58278745,FLORENCIA,LOPEZ,1953-08-25,2
RRAA000484,858,1,57795479,LUCIA LUIS,SILVA ALONSO,1987-08-07,2
RRAA000485,600,9,PY015444,NICOLAS MAR,SUAREZ,1969-04-22,1
RRAA000486,858,1,42509839,CARLA LUIS,LOPEZ,1978-12-30,2
RRAA000487,858,1,34430474,CARLA,RAMIREZ,1986-06-16,2
RRAA000488,032,9,AR847363,CARLA ELENA,SILVA,1999-05-19,2
RRAA000489,858,1,49645530,NICOLAS NOELIA,RAMIREZ MENDEZ,1993-06-26,1
RRAA000490,858,1,52714063,NICOLAS PAULA,RUIZ,1975-08-02,1
RRAA000491,858,1,43368106,MCIAELA LUIS,RAMIREZ RODRIGUEZ,2003-03-24,2
RRAA000492,858,1,59457120,JULIETA ELNEA,DIAZ TORRES,1955-08-24,2
RRAA000493,858,1,59223523,LEONARDO DAMIAN,RUIZ PEREIRA,1991-09-05,1
RRAA000494,858,1,48426422,LAURA NOELIA,PEREIRA CORREA,1954-03-20,2
RRAA000495,076,9,BR050201,ANDRES INES,MARTINEZ,1997-08-19,1
RRAA000496,858,1,53791921,GONZALO INES,SILVA,1990-07-16,1
RRAA000497,600,9,PY736688,ANDRES BELEN,DIAZ,1969-07-09,1
RRAA000498,858,1,50919638,JULIETA CARLOS,ALONSO,1960-08-27,2
RRAA000499,858,1,51639207,ANDRES INES,TORRES,1972-04-11,1
RRAA000500,858,1,49472114,JUAN ELENA,SUAREZ,1956-06-01,1
RRAA000501,858,1,56712587,ANA JAVIER,VELAZQUEZ,1984-08-21,2
RRAA000502,858,1,56012765,VALENTINA,SOSA ACOSTA,1971-06-17,2
RRAA000503,032,9,AR214170,ANDRES PAULA,TORRES,1950-02-21,1
RRAA000504,600,9,PY494171,VALENTINA PAULA,VELAZQUEZ,1986-09-12,2
RRAA000505,858,1,32442588,JULITEA LUIS,GOMEZ,1983-10-30,2
RRAA000506,032,9,AR124120,SOFIA DAMIAN,LOPEZ,1993-08-18,2
RRAA000507,858,1,58413934,JUAN JAVIER,SUAREZ,1986-08-09,1
RRAA000508,858,1,46896155,MARTIN,DIAZ SUAREZ,1996-11-01,1
RRAA000509,858,1,44217658,JULIETA CARLOS,BENITEZ,1997-08-09,2
RRAA000510,600,9,PY988195,SOFIA INES,RAMIREZ RAMIREZ,1952-07-11,2
RRAA000511,858,1,31919184,JULIETA ELENA,RAMIREZ,2000-04-27,2
RRAA000512,858,1,33298322,DIEGO MAR,RUIZ,1951-08-17,1
RRAA000513,858,1,30767372,VALENTINA INES,DIAZ,2005-12-17,2
RRAA000514,858,1,47000590,ANDRES LUIS,FRENANDEZ,2003-06-30,1
RRAA000515,600,9,PY629466,PEDRO BELEN,RUIZ,1965-02-17,1
RRAA000516,858,1,38733581,SOFIA ELENA,MARTINEZ,1964-10-15,2
RRAA000517,858,1,,RUBEN ELENA,MARTINEZ FERNANDEZ,1960-01-17,1
RRAA000518,600,9,PY078539,DIEGO LUIS,PEREIRA RAMIREZ,1995-10-09,1
RRAA000519,858,1,57587046,LEONARDO ELENA,GOMEZ ACOSTA,1981-09-30,1
RRAA000520,076,9,BR136944,MICAELA DAMIAN,RAMIREZ SOAS,1977-04-03,2
RRAA000521,858,1,30993951,MARIA BELEN,LOPEZ,1982-11-13,2
RRAA000522,858,1,58989391,LUCIA DAMIAN,VELAZQUEZ,1992-05-15,2
RRAA000523,858,1,46502258,LAURA INES,RAMIREZ SOSA,2000-04-08,2
RRAA000524,032,9,AR307516,ANDRES LUIS,ACOSTA,1984-12-02,1
RRAA000525,858,1,36262715,MICAELA MAR,MARTINEZ SOSA,1969-02-02,2
RRAA000526,858,1,57359170,MICAELA JAVIER,PEREZ LOPEZ,1967-09-15,2
RRAA000527,858,1,38412011,MRAIA,CORREA ALONSO,1993-06-18,2
RRAA000528,858,1,45952082,NICOLAS LUIS,MARTINEZ,2002-07-29,1
RRAA000529,858,1,32083388,JOAQUIN NOELIA,PEREZ,1969-03-15,1
RRAA000530,858,1,41734944,PEDRO JAVIER,FERNANDEZ,1964-05-17,1
RRAA000531,032,9,AR367829,MARTIN DAMIAN,SOSA,1981-08-11,1
RRAA000532,858,1,50782491,JUAN CARLOS,PEREZ RUIZ,2000-10-04,1
RRAA000533,858,1,,ANDRES NOELIA,TORRES ACOSTA,1974-09-30,1
RRAA000534,032,9,AR248244,MICAELA,RUIZ,1992-07-26,2
RRAA000535,862,9,VE396950,SOFIA CARLOS,SILVA,1958-03-14,2
RRAA000536,032,9,AR491582,ANA DAMIAN,MENDEZ DIAZ,1966-01-08,2
RRAA000537,858,1,57374603,JUAN PAULA,FERNANDEZ BENITEZ,1961-11-17,1
RRAA000538,858,1,30543196,ANDRES PAULA,RAMIREZ,2001-05-25,1
RRAA000539,858,1,48252612,GONZALO NOELIA,PEREZ CORREA,1975-02-12,1
RRAA000540,858,1,54501258,JOAUQIN ELENA,RAMIREZ,1971-07-03,1
RRAA000541,858,1,35109858,LEONARDO DAMIAN,RUIZ,1979-06-23,1
RRAA000542,858,1,34712199,NICOLAS MAR,VELAZQUEZ,2000-07-27,1
RRAA000543,858,1,36394891,NICOLAS NOELIA,SILVA,2004-10-15,1
RRAA000544,076,9,BR846626,ANDRES NOELIA,DIAZ ACOSTA,1960-04-18,1
RRAA000545,858,1,32605272,LAURA,LOPEZ,1969-09-09,2
RRAA000546,858,1,31650219,MICAELA PAULA,FERNANDEZ LOPEZ,1977-11-26,2
RRAA000547,858,1,49811454,MATEO INES,RUIZ,1996-08-05,1
RRAA000548,858,1,35758257,MARIA NOELIA,MARTINEZ VELAZQUEZ,1989-05-27,2
RRAA000549,858,1,53102780,MARTIN CARLOS,MARTINEZ SUAREZ,1961-10-22,1
RRAA000550,858,1,36823548,JULIETA DAMIAN,RODRIGUEZ,1957-04-01,2
RRAA000551,858,1,53666449,SOFIA INES,GOMEZ,2000-12-28,2
RRAA000552,858,1,50906443,FLORENCIA JAVIER,RAMIREZ,1951-12-29,2
RRAA000553,600,9,PY890458,GONZALO JAVIER,MARTINEZ,1991-02-26,1
RRAA000554,858,1,33725102,DIEGO LUIS,GOMEZ,1988-11-18,1
RRAA000555,858,1,41448831,SOFIA ELENA,DIAZ,1955-05-31,2
RRAA000556,032,9,AR982409,ANA LUIS,PEREIRA,1985-05-03,2
RRAA000557,858,1,44460020,FLORENCIA,RODRIGUEZ,1995-10-27,2
RRAA000558,858,1,44297174,MICAELA NOELIA,GOMEZ SILVA,1964-10-25,2
RRAA000559,858,1,35797103,LEOANRDO,BENITEZ,2006-12-27,1
RRAA000560,600,9,,ANDRES DAMIAN,SOAS,1988-01-17,1
RRAA000561,858,1,,MARIA PAULA,RAMIREZ,1951-03-18,2
RRAA000562,858,1,58693076,MICAELA,MARTINEZ,1995-06-03,2
RRAA000563,858,1,36436958,JOAQUIN INES,RODRIGUEZ ALONSO,1999-01-14,1
RRAA000564,858,1,,JOAQUIN NOELIA,SOSA ACOSTA,1956-04-29,1
RRAA000565,032,9,AR879182,PAOLA DAMIAN,ACOSTA,1975-03-01,2
RRAA000566,858,1,36497398,JUAN,DIAZ,1994-06-13,1
RRAA000567,858,1,53520215,SOFIA PAULA,DIAZ,1997-12-16,2
RRAA000568,032,9,AR415618,JOAQUIN LUIS,RAMIREZ LAONSO,1950-05-28,1
RRAA000569,032,9,AR235349,VALENTINA MAR,SOSA,2006-12-09,2
RRAA000570,862,9,VE158462,NICOALS BELEN,SUAREZ LOPEZ,1975-10-30,1
RRAA000571,858,1,,LEONARDO INES,PEREZ,1968-09-18,1
RRAA000572,858,1,57038137,LAURA NOELIA,CORREA VELAZQUEZ,1972-09-11,2
RRAA000573,858,1,52476404,NICOLAS JAVIER,ACOSTA,1989-12-12,1
RRAA000574,858,1,44520941,MARIA NOELIA,DIAZ,1980-08-20,2
RRAA000575,858,1,43789712,MATEO JAVIER,SOSA MENDEZ,1951-03-19,1
RRAA000576,076,9,BR633300,JUAN ELENA,VELAZQUEZ,1975-01-19,1
RRAA000577,858,1,59052593,SOFIA LUIS,PEREZ,1954-05-04,2
RRAA000578,858,1,48039213,FLORENCIA,PEREZ,1954-11-27,2
RRAA000579,858,1,56965036,PAOLA DAMIAN,SUAREZ PEREZ,1973-05-14,2
RRAA000580,858,1,59701650,PAOLA,SILAV,1991-07-12,2
RRAA000581,858,1,44459198,LUCIA DAMIAN,DIAZ,1977-12-29,2
RRAA000582,858,1,48330473,NICOLAS MAR,RODRGIUEZ,1960-03-11,1
RRAA000583,858,1,57647511,PAOLA MAR,ACOSTA,1957-07-12,2
RRAA000584,032,9,AR665070,RUBEN LUIS,GOMEZ ACOSTA,1958-10-05,1
RRAA000585,858,1,36673100,SOFIA PAULA,FERNANDEZ MARTINEZ,1956-12-02,2
RRAA000586,858,1,57915253,JOAQUIN JAVIER,DIAZ,2000-04-29,1
RRAA000587,858,1,30805233,JULIETA ELENA,GOMEZ SUAREZ,1964-09-27,2
RRAA000588,076,9,BR120312,JLUIETA INES,ACOSAT,1990-07-06,2
RRAA000589,858,1,34573095,LUCIA MAR,VELAZQUEZ,1993-01-19,2
RRAA000590,858,1,43284817,CARLA CARLOS,SUAREZ,1951-03-25,2
RRAA000591,858,1,50127037,ANA DAMIAN,TORRES,1950-01-07,2
RRAA000592,858,1,50238448,FLORENCIA LUIS,SIVLA,1966-09-24,2
RRAA000593,858,1,42410948,SOFIA,ALONSO SUAREZ,1989-04-23,2
RRAA000594,858,1,44830360,VALENTINA MAR,SOSA,1997-04-30,2
RRAA000595,862,9,VE209759,PAOLA JAVIER,PEREIRA PEREIAR,1961-05-24,2
RRAA000596,858,1,51427234,MATEO ELENA,FERNANDEZ FERNANDEZ,1959-01-31,1
RRAA000597,858,1,45897170,PEDRO PAULA,RAMIREZ,1984-05-26,1
RRAA000598,076,9,BR111630,ANA BELEN,PEREZ FERNANDEZ,1992-01-17,2
RRAA000599,032,9,AR169371,MARIA LUIS,FERNANDEZ,1981-05-21,2
RRAA000600,858,1,54626881,MARIA ELENA,SILVA,1969-06-30,2
RRAA000601,858,1,56709355,NICOLAS EBLEN,PEREZ,1976-10-23,1
RRAA000602,858,1,41103960,SOFIA INES,FERNADNEZ,1992-05-26,2
RRAA000603,858,1,58941987,FLORENCIA LUIS,MARTINEZ VELAZQUEZ,1983-09-08,2
RRAA000604,032,9,AR018612,JOAQUIN,SUAREZ,1979-11-29,1
RRAA000605,858,1,53511168,NICOLAS ELENA,LOPEZ,1971-09-20,1
RRAA000606,858,1,46559469,LAURA ELENA,RODRIGUEZ SOSA,1981-10-09,2
RRAA000607,600,9,PY379569,LAURA JAVIER,MENDEZ SILVA,1994-01-31,2
RRAA000608,858,1,56448423,CARLA BELEN,SILVA CORREA,1958-01-17,2
RRAA000609,858,1,39418051,MARIA JAVIER,PREEZ,1989-06-05,2
RRAA000610,858,1,49065209,MARTIN BELEN,SILVA,1986-09-28,1
RRAA000611,858,1,37675231,DIEGO,RODRIGUEZ,1992-06-20,1
RRAA000612,858,1,55176145,SOFIA DAMIAN,GOMZE,1992-12-18,2
RRAA000613,858,1,47756368,MICAELA DAMIAN,LPOEZ FERNANDEZ,2000-10-19,2
RRAA000614,858,1,40812437,JUAN NOELIA,SOSA,1963-07-22,1
RRAA000615,858,1,48564176,MICAELA BELEN,RODRIGUEZ,1976-04-24,2
RRAA000616,858,1,46680194,CARLA PAULA,BENITEZ DIAZ,1979-08-10,2
RRAA000617,858,1,52578398,GONZALO ACRLOS,VELAZQUEZ,1997-11-30,1
RRAA000618,858,1,33406029,SOFIA,RAMIREZ,1953-05-19,2
RRAA000619,858,1,43145654,LAURA BELEN,SOSA,1961-10-04,2
RRAA000620,858,1,42799377,JOAQUIN LUIS,PEREIRA,1991-03-11,1
RRAA000621,032,9,AR992254,MATEO MAR,RAMIREZ SUAREZ,1954-02-08,1
RRAA000622,858,1,48669639,MICAELA ELENA,CORREA,1998-07-02,2
RRAA000623,858,1,35996861,MICAELA PAULA,PEREIRA VELAZQUEZ,1984-04-07,2
RRAA000624,858,1,43910996,PAOLA NOELIA,SILVA,1972-08-01,2
RRAA000625,858,1,57487350,ANA CARLOS,BENIETZ,1961-10-21,2
RRAA000626,858,1,36977761,GONZALO MAR,SOSA,1990-05-18,1
RRAA000627,858,1,58442828,ANDRES JAVIER,ALONSO,1998-09-16,1
RRAA000628,858,1,59690744,PAOLA CARLOS,FERNANDEZ,1961-09-07,2
RRAA000629,600,9,PY937314,VALENTINA ELENA,RUIZ DIAZ,1951-09-15,2
RRAA000630,858,1,52326387,NICOLAS JAVEIR,TORRES SUAREZ,1960-12-12,1
RRAA000631,862,9,VE972334,LAURA LUIS,RAMIREZ,1988-12-27,2
RRAA000632,858,1,54314863,SOFIA CARLOS,GOMEZ,1994-01-24,2
RRAA000633,076,9,BR341548,ANA,RUIZ RAMIREZ,1969-06-21,2
RRAA000634,858,1,40338507,FLORENCIA ELENA,TORRES,1996-03-21,2
RRAA000635,858,1,53086135,ANA CARLOS,PEREZ,1963-03-25,2
RRAA000636,858,1,51507700,MATEO ELENA,FERNANDEZ ALONSO,1999-11-14,1
RRAA000637,858,1,,PEDRO INES,MARTINEZ,1970-11-16,1
RRAA000638,858,1,53417345,GONZALO CARLOS,CORREA,1957-02-04,1
RRAA000639,076,9,BR287354,VALENTINA ELENA,ALONSO,1973-06-29,2
RRAA000640,862,9,VE592088,LEONARDO DAMIAN,ACOSTA,1981-11-03,1
RRAA000641,858,1,59880354,JULIETA CARLOS,ACOSTA ACOSTA,1984-04-02,2
RRAA000642,600,9,PY075327,PAOLA LUIS,MARTINEZ,1953-05-31,2
RRAA000643,858,1,56999711,NICOLAS CARLOS,SILVA,1955-10-21,1
RRAA000644,858,1,52440574,NICOLAS MAR,SOAS SOSA,1976-07-28,1
RRAA000645,858,1,48272442,LEONARDO LUIS,CORREA SUAREZ,1977-01-27,1
RRAA000646,858,1,40008147,SOFIA INES,ACOSTA,1966-10-07,2
RRAA000647,600,9,PY586718,LUCIA LUIS,RODRIGUEZ,2002-06-05,2
